FID,OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,Shape_Area,Shape__Area,Shape__Length
1247,1638,10006608,VOORHEES RESIDENTIAL COMMUNITY HOME,201 ROUTE 513,GLEN GARDNER,NJ,08826,NOT AVAILABLE,(908) 638-4625,STATE,OPEN,19,HUNTERDON,34019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.nj.gov/oag/jjc/prea.html,4/1/2015,IMAGERY/OTHER,2017-12-18T00:00:00.000Z,http://www.nj.gov/oag/jjc/residential_community_list.html,JUVENILE,27,0.00598728422698,1.6017162214e-06,26173.4765625,728.789068472232
1248,1639,10003262,HAYNESVILLE CORRECTIONAL CENTER,421 BARNFIELD RD,HAYNESVILLE,VA,22472,NOT AVAILABLE,(804) 333-3577,STATE,OPEN,942,RICHMOND,51159,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,10/22/2015,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MEDIUM,938,0.0167773676501,1.73400075348e-05,272526.03515625,2070.14813977903
1249,1640,10006235,MONROE COUNTY MARATHON DETENTION FACILITY,3981 OCEAN TERRACE,MARATHON,FL,33050,NOT AVAILABLE,(305) 289-2420,COUNTY,OPEN,40,MONROE,12087,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.keysso.net/jail/detention_center_index.htm,2/21/2018,UNVERIFIED,2018-02-21T00:00:00.000Z,https://www.keysso.net/jail/detention_center_index.htm,NOT AVAILABLE,52,0.00130444324121,1.0020504888e-07,1366.921875,153.629526287287
1250,1641,10005625,DECATUR COUNTY JAIL,119 EAST RAILROAD STREET,GREENSBURG,IN,47240,NOT AVAILABLE,(812) 663-8125,COUNTY,OPEN,-999,DECATUR,18031,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.decaturcountysheriff.com/index.html,3/5/2018,IMAGERY,2018-03-05T00:00:00.000Z,http://www.decaturcountysheriff.com/index.html,NOT AVAILABLE,-999,0.00215065846851,2.39286473967e-07,3833.78125,266.564098011939
1251,1642,10003263,HAYNESVILLE CORRECTIONAL UNIT #17,CAMP SEVENTEEN RD,HAYNESVILLE,VA,22472,NOT AVAILABLE,(804) 333-3577,STATE,OPEN,111,RICHMOND,51159,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,10/21/2015,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MINIMUM,114,0.00655181799312,1.81513613498e-06,28527.24609375,812.97371595246
1252,1643,10006234,MONROE COUNTY PLANTATION KEY DETENTION FACILITY,53 HIGH POINT ROAD,PLANTATION KEY,FL,33070,NOT AVAILABLE,(305) 853-3266,COUNTY,OPEN,37,MONROE,12087,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.keysso.net/jail/detention_center_index.htm,2/21/2018,IMAGERY,2018-02-21T00:00:00.000Z,https://www.keysso.net/jail/detention_center_index.htm,NOT AVAILABLE,47,0.00203010753798,2.14893238064e-07,2937.775390625,237.016146836329
1253,1644,10002782,EASTLAND COUNTY JAIL,201 W WHITE,EASTLAND,TX,76448,NOT AVAILABLE,(254) 629-3298,COUNTY,OPEN,39,EASTLAND,48133,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.eastlandcountytexas.com/page/eastland.Sheriff",3/1/2018,IMAGERY,2018-04-26T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,97,0.00246527396442,2.78977524932e-07,4094.62890625,298.024601982113
1254,1645,10005604,DEKALB COUNTY JAIL,215 EAST 8TH STREET,AUBURN,IN,46706,NOT AVAILABLE,(815) 895-2155,COUNTY,OPEN,-999,DEKALB,18033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.dekalb.in.us/department/index.php?structureid=32,3/5/2018,IMAGERY,2018-03-05T00:00:00.000Z,http://www.co.dekalb.in.us/department/index.php?structureid=32,NOT AVAILABLE,-999,0.0029179921925,3.54191710938e-07,5848.2890625,356.459469222246
1255,1646,10006551,HANNIBAL COMMUNITY SUPERVISION CENTER,2002 WARREN BARRET DRIVE,HANNIBAL,MO,63401,NOT AVAILABLE,(573) 248-2450,STATE,OPEN,27,MARION,29127,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/OD/PREA-2015.php,8/13/2015,IMAGERY,2017-12-07T00:00:00.000Z,https://doc.mo.gov/Facilities.php,NOT AVAILABLE,50,0.00248496372505,2.69993294722e-07,4348.4921875,308.46960215106
1256,1647,10000054,WESTON COUNTY DETENTION CENTER,25 N SUMNER AVE,NEWCASTLE,WY,82701,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,WESTON,56045,USA,922140,CORRECTIONAL INSTITUTIONS,http://westongov.com/_departments/_county_sheriff/index.asp,5/11/2018,IMAGERY,2018-05-11T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,38,0.00158402137595,1.25914268637e-07,2163.8671875,204.180630332925
1257,1648,10006552,FARMINGTON COMMUNITY SUPERVISION CENTER,1430 DOUBET ROAD,FARMINGTON,MO,63640,NOT AVAILABLE,(573) 218-5006,STATE,OPEN,27,ST. FRANCOIS,29187,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/OD/PREA-2015.php,8/10/2015,IMAGERY,2017-12-07T00:00:00.000Z,https://doc.mo.gov/Facilities.php,NOT AVAILABLE,30,0.00252091801329,2.63674480114e-07,4133.1875,312.523018465075
1258,1649,10006609,WARREN RESIDENTIAL COMMUNITY HOME,509 BRASS CASTLE ROAD,OXFORD,NJ,07863,NOT AVAILABLE,(908) 453-2032,STATE,OPEN,27,WARREN,34041,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.nj.gov/oag/jjc/prea.html,4/2/2015,IMAGERY/OTHER,2017-12-18T00:00:00.000Z,http://www.nj.gov/oag/jjc/residential_community_list.html,JUVENILE,30,0.00284560826277,4.92545571068e-07,8060.9140625,359.607423533135
1259,1650,10000924,INDIAN CREEK CORRECTIONAL CENTER,801 SANDERSON RD,CHESAPEAKE,VA,23328,6481,(757) 421-0095,STATE,OPEN,1000,CHESAPEAKE,51550,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,6/23/2015,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MEDIUM,1008,0.0167108046219,1.70998768576e-05,263997.3828125,2032.34132925878
1260,1651,10001244,WESTERN NM CORRECTIONAL FACILITY,2111 LOBO CANYON RD,GRANTS,NM,87020,NOT AVAILABLE,(505) 876-8300,STATE,OPEN,357,CIBOLA,35006,USA,922140,CORRECTIONAL INSTITUTIONS,"http://cd.nm.gov/prea/prea.html, http://cd.nm.gov/apd/facilities.html",4/30/2015,IMAGERY,2017-12-18T00:00:00.000Z,http://cd.nm.gov/apd/facilities.html,CLOSE,440,0.0157429614338,9.17781650324e-06,139148.109375,1914.88911526127
1261,1652,10001583,KEEN MOUNTAIN CORRECTIONAL CENTER,STATE ROUTE 629,OAKWOOD,VA,24631,NOT AVAILABLE,(276) 498-7411,STATE,OPEN,723,BUCHANAN,51027,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,11/18/2014,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,CLOSE,870,0.0122761621546,1.03845849586e-05,161608.51171875,1538.0143966201
1262,1653,10003775,"PENITENTIARY OF NEW MEXICO, LEVEL II UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,NOT AVAILABLE,(505) 827-8201,STATE,OPEN,191,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/apd/facilities.html,12/18/2017,IMAGERY,2017-12-18T00:00:00.000Z,http://cd.nm.gov/apd/facilities.html,MINIMUM,-999,0.00735804751601,2.55768659437e-06,38964.0390625,861.72399803851
1263,1654,10006554,POPLAR BLUFF COMMUNITY SUPERVISION CENTER,1441 BLACK RIVER INDUSTRIAL PARK DRIVE,POPLAR BLUFF,MO,63901,NOT AVAILABLE,(573) 840-9555,STATE,OPEN,38,BUTLER,29023,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/OD/PREA-2016.php,7/6/2016,IMAGERY,2017-12-07T00:00:00.000Z,https://doc.mo.gov/Facilities.php,NOT AVAILABLE,30,0.00263056720587,2.84031588603e-07,4393.921875,324.107545768905
1264,1655,10001596,LAWRENCEVILLE CORRECTIONAL CENTER,1607 PLANTERS RD,LAWRENCEVILLE,VA,23868,NOT AVAILABLE,(434) 848-9349,STATE,OPEN,1563,BRUNSWICK,51025,USA,922140,CORRECTIONAL INSTITUTIONS,"https://vadoc.virginia.gov/about/facts/, https://www.geogroup.com/Locations",1/19/2018,IMAGERY/OTHER,2018-01-19T00:00:00.000Z,https://www.geogroup.com/Locations,MEDIUM,1536,0.0132765833083,1.17578255884e-05,181920.046875,1711.53969651757
1265,1656,10006553,KENNETT COMMUNITY SUPERVISION CENTER,1401 LAURA DRIVE,KENNETT,MO,63857,NOT AVAILABLE,(573) 888-4900,STATE,OPEN,41,DUNKLIN,29069,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/OD/PREA-2016.php,7/7/2016,IMAGERY,2017-12-07T00:00:00.000Z,https://doc.mo.gov/Facilities.php,NOT AVAILABLE,30,0.00269142324645,2.78350258133e-07,4277.3515625,330.521859155799
1266,1657,10006791,JACKSON COUNTY YOUTH CENTER,930 FLEMING AVENUE,JACKSON,MI,49202,NOT AVAILABLE,(517) 788-4460,COUNTY,OPEN,-999,JACKSON,26075,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.jackson.mi.us/593/Youth-Center,3/20/2018,IMAGERY,2018-03-20T00:00:00.000Z,https://www.co.jackson.mi.us/593/Youth-Center,JUVENILE,50,0.00520162509173,5.6719191277e-07,9497.3203125,661.890779531272
1267,1658,10004563,NASSAU COUNTY JAIL AND DETENTION CENTER,76212 NICHOLAS CUTINHA ROAD,YULEE,FL,32097,NOT AVAILABLE,(904) 548-4002,COUNTY,OPEN,238,NASSAU,12089,USA,922140,CORRECTIONAL INSTITUTIONS,http://nassauso.com/,2/21/2018,IMAGERY,2018-02-21T00:00:00.000Z,http://nassauso.com/,NOT AVAILABLE,-999,0.00435176241241,7.90841847754e-07,11386.974609375,517.741088146532
1268,1659,10004907,DELAWARE COUNTY JUVENILE DETENTION CENTER,3412 W KILGORE AVE,MUNCIE,IN,47304,NOT AVAILABLE,(765) 741-4940,COUNTY,OPEN,27,DELAWARE,18035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.in.gov/idoc/dys/2481.htm,3/5/2018,IMAGERY,2018-03-05T00:00:00.000Z,http://www.yocinc.org/programs/,JUVENILE,42,0.00192041948448,2.20149155676e-07,3570.82421875,253.796911518137
1269,1660,10002795,ECTOR COUNTY DETENTION CENTER,2500 S US HWY 385,ODESSA,TX,79760,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,576,ECTOR,48135,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.ectorcountysheriff.us/index.html",3/1/2018,IMAGERY,2018-04-26T00:00:00.000Z,http://www.ectorcountysheriff.us/index.html,NOT AVAILABLE,667,0.00918396871711,3.21017873689e-06,46817.13671875,1094.83624287034
1270,1661,10006835,PERSHING COUNTY JAIL / SHERIFF,395 9TH ST,LOVELOCK,NV,89419,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,PERSHING,32027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.pershingcounty.net/government/sheriff_s_office/index.php,4/9/2018,IMAGERY,2018-04-09T00:00:00.000Z,http://www.pershingcounty.net/government/sheriff_s_office/index.php,NOT AVAILABLE,-999,0.00146102383033,9.01419584361e-08,1462.03515625,184.057904297509
1271,1662,10003774,"PENITENTIARY OF NEW MEXICO, LEVEL V UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,NOT AVAILABLE,(505) 827-8201,STATE,OPEN,300,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/apd/facilities.html,12/18/2017,IMAGERY,2017-12-18T00:00:00.000Z,http://cd.nm.gov/apd/facilities.html,MAXIMUM,-999,0.0159169945957,1.46367598757e-05,222962.43359375,1963.41402959806
1272,1663,10001592,LUNENBURG CORRECTIONAL CENTER,690 FALLS RD,VICTORIA,VA,23974,NOT AVAILABLE,(434) 696-2045,STATE,OPEN,975,LUNENBURG,51111,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,3/9/2017,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MEDIUM,987,0.014817477276,1.33998498624e-05,207960.1640625,1809.42685070683
1273,1664,10003320,MARION CORRECTIONAL TREATMENT CENTER,110 WRIGHT ST,MARION,VA,24354,3145,(276) 783-7154,STATE,OPEN,264,SMYTH,51173,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,5/17/2017,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MAXIMUM,379,0.00570832075318,2.28585566624e-06,35389.4453125,710.240879120234
1274,1665,10003333,PATRICK HENRY CORRECTIONAL UNIT #28,18155 A L PHILPOTT HWY,RIDGEWAY,VA,24148,NOT AVAILABLE,(276) 957-2234,STATE,OPEN,136,HENRY,51089,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,9/21/2015,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MINIMUM,138,0.00726381520212,1.34087259815e-06,20703.37109375,898.517057270442
1275,1666,10003278,MEDICAL COLLEGE OF VIRGINIA SECURITY WARD,401 N 12TH ST,RICHMOND,VA,23219,NOT AVAILABLE,(804) 828-0804,STATE,OPEN,15,RICHMOND CITY,51760,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,1/19/2018,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,NOT AVAILABLE,-999,0.00208960209542,2.62552650287e-07,4103.24609375,257.157693834144
1276,1667,10001589,NOTTOWAY CORRECTIONAL CENTER,2892 SCHUTT RD,BURKEVILLE,VA,23922,NOT AVAILABLE,(434) 767-5543,STATE,OPEN,1432,NOTTOWAY,51135,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,6/2/2017,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MAXIMUM,1475,0.0126337264799,1.00638915813e-05,156534.21875,1526.72238522558
1277,1668,10006555,FULTON COMMUNITY SUPERVISION CENTER,1397 STATE ROAD O,FULTON,MO,65251,NOT AVAILABLE,(573) 592-4061,STATE,OPEN,25,CALLAWAY,29027,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/OD/PREA-2015.php,8/11/2015,IMAGERY,2017-12-07T00:00:00.000Z,https://doc.mo.gov/Facilities.php,NOT AVAILABLE,32,0.00269263799764,2.83190899973e-07,4505.69921875,336.085838939661
1278,1669,10005834,POCAHONTAS STATE CORRECTIONAL CENTER,317 OLD MOUNTAIN ROAD,POCAHONTAS,VA,24635,0518,(276) 945-9173,STATE,OPEN,1026,TAZEWELL,51185,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,5/11/2017,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MEDIUM,1034,0.00955555882316,6.49165703887e-06,101124.42578125,1171.54805920512
1279,1670,10003848,KALAMAZOO COUNTY JAIL,1500 LAMONT AVE,KALAMAZOO,MI,49048,NOT AVAILABLE,(269) 383-8821,COUNTY,OPEN,307,KALAMAZOO,26077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kalcounty.com/sheriff/index.php,3/21/2018,IMAGERY,2018-03-21T00:00:00.000Z,http://www.kalcounty.com/sheriff/index.php,NOT AVAILABLE,400,0.00812409418543,1.51428458695e-06,25361.11328125,1073.67018184257
1280,1671,10001581,POWHATAN RECEPTION CENTER,3600 WOODS WAY,STATE FARM,VA,23160,NOT AVAILABLE,(804) 598-4251,STATE,OPEN,326,POWHATAN,51145,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,7/26/2016,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MAXIMUM,518,0.00368722984782,8.40496843586e-07,13150.91796875,458.769440882037
1281,1672,10001901,JEFFREY C. WARDLE ACADEMY,3304 INTERSTATE 80 SERVICE RD,CHEYENNE,WY,82009,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,LARAMIE,56021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.publicschoolreview.com/jeffrey-c-wardle-academy-cornerstone-programs-profile,5/11/2018,IMAGERY,2018-05-11T00:00:00.000Z,NOT AVAILABLE,JUVENILE,96,0.00381169306789,3.33989634209e-07,5497.41015625,486.650464963228
1282,1673,10004060,TRANSITION CENTER OF ST. LOUIS,1621 NORTH FIRST ST,ST. LOUIS,MO,63102,NOT AVAILABLE,(314) 877-0300,STATE,OPEN,372,ST. LOUIS CITY,29510,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/OD/PREA-2016.php,7/8/2016,IMAGERY,2017-12-07T00:00:00.000Z,https://doc.mo.gov/Facilities.php,MINIMUM,538,0.0071742413172,2.69055059078e-06,42687.62890625,958.322093375699
1283,1674,10005841,BRUCE NORMILE JUVENILE JUSTICE CENTER,1400 SOUTH BOUNDARY STREET,KIRKSVILLE,MO,63501,NOT AVAILABLE,(660) 665-4224,STATE,OPEN,-999,ADAIR,29001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.juvenilecircuit2.org/juvenile-center-history,12/7/2017,IMAGERY,2017-12-07T00:00:00.000Z,http://www.juvenilecircuit2.org/,JUVENILE,16,0.00268917557809,2.87825032748e-07,4668.72265625,342.521899498223
1284,1675,10003773,"PENITENTIARY OF NEW MEXICO, LEVEL VI UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,NOT AVAILABLE,(505) 827-8201,STATE,OPEN,300,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/apd/facilities.html,12/18/2017,IMAGERY,2017-12-18T00:00:00.000Z,http://cd.nm.gov/apd/facilities.html,MAXIMUM,-999,0.0162619703782,1.46091117344e-05,222563.53515625,1995.57742472035
1285,1676,10003776,"PENITENTIARY OF NEW MEXICO, OLD MAIN UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,NOT AVAILABLE,(505) 827-8201,STATE,CLOSED,0,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/pio/old_main.html,12/18/2017,IMAGERY,2017-12-18T00:00:00.000Z,http://corrections.state.nm.us/prisons/pnm.html,NOT AVAILABLE,-999,0.0162879098307,1.45718509681e-05,221976.3984375,1995.71852369216
1286,1677,10000497,OKEECHOBEE COUNTY JAIL,504 NW 4TH ST,OKEECHOBEE,FL,34972,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,244,OKEECHOBEE,12093,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/jails/, https://www.okeesheriff.org/",2/21/2018,IMAGERY,2018-02-21T00:00:00.000Z,https://www.okeesheriff.org/,MAXIMUM,232,0.00533306730741,9.86757627437e-07,13754.140625,630.062536794634
1287,1678,10001960,CENTRAL NM CORRECTIONAL FACILITY / MAIN / LEVEL II UNIT,1525 MORRIS RD,LOS LUNAS,NM,87031,NOT AVAILABLE,(505) 383-3359,STATE,OPEN,955,VALENCIA,35061,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/prea/prea.html,7/27/2016,IMAGERY,2017-12-18T00:00:00.000Z,http://cd.nm.gov/apd/facilities.html,MAXIMUM,966,0.0254393918768,2.41042585616e-05,363705.21875,3185.41697663059
1288,1679,10003307,RED ONION STATE PRISON,10800 H JACK ROSE HWY,POUND,VA,24279,NOT AVAILABLE,(276) 796-7510,STATE,OPEN,851,WISE,51195,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,9/22/2015,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MAXIMUM,987,0.0108044693706,7.93977803754e-06,123379.13671875,1339.82642556941
1289,1680,10006218,RIVER NORTH CORRECTIONAL CENTER,329 DELL BROOK LANE,INDEPENDENCE,VA,24348,NOT AVAILABLE,(276) 773-2518,STATE,OPEN,897,GRAYSON,51077,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,3/16/2016,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MEDIUM,1000,0.0100621192598,5.75153122581e-06,88796.234375,1212.76181364283
1290,1681,10005635,DUBOIS COUNTY JAIL,255 BRUCKE STRASSE,JASPER,IN,47546,NOT AVAILABLE,(812) 482-3522,COUNTY,OPEN,77,DUBOIS,18037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.duboiscountysd.com/index.html, http://www.duboiscountyin.org/offices/corrections.html",3/5/2018,IMAGERY,2018-03-05T00:00:00.000Z,http://www.duboiscountysd.com/index.html,NOT AVAILABLE,98,0.00481535782866,6.44969792265e-07,10196.30078125,598.438143793553
1291,1682,10006556,CAMP AVERY PARK CAMP,198 AVERY LANE,TROY,MO,63379,NOT AVAILABLE,(636) 528-8800,STATE,OPEN,24,LINCOLN,29113,USA,922140,CORRECTIONAL INSTITUTIONS,https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/,2/17/2017,IMAGERY,2017-12-07T00:00:00.000Z,NOT AVAILABLE,JUVENILE,36,0.00326333043159,5.02940758327e-07,8021.8359375,401.991711087895
1292,1683,10002794,ECTOR COUNTY YOUTH CENTER,1401 E YUKON RD,ODESSA,TX,79762,NOT AVAILABLE,(432) 362-6356,COUNTY,OPEN,-999,ECTOR,48135,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tjjd.texas.gov/publications/other/searchfacilityregistryresults.aspx?SelectedFacilityType=YKSBbGCMUWM=&SelectedSortBy=laExhobORj5ZHimppFKN0Q==&IncludeInactive=bZL7qeN3IjY=,4/26/2018,IMAGERY,2018-04-26T00:00:00.000Z,NOT AVAILABLE,JUVENILE,21,0.00523961249886,8.40195222019e-07,12265.89453125,631.656221031685
1293,1684,10005761,STOREY COUNTY JAIL,911 STATE ROUTE 341 S,VIRGINIA CITY,NV,89440,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,STOREY,32029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.storeycounty.org/313/Sheriff,4/9/2018,IMAGERY,2018-04-09T00:00:00.000Z,http://www.storeycounty.org/313/Sheriff,NOT AVAILABLE,25,0.00228041854179,2.71420853281e-07,4346.30078125,280.081762161054
1294,1685,10005902,DELMINA WOODS YOUTH FACILITY,8872 STATE HIGHWAY H,FORSYTH,MO,65653,NOT AVAILABLE,(417) 634-3196,STATE,OPEN,18,CHRISTIAN,29213,USA,922140,CORRECTIONAL INSTITUTIONS,https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/,4/20/2017,IMAGERY,2017-12-07T00:00:00.000Z,NOT AVAILABLE,JUVENILE,24,0.00830118881956,2.99266731694e-06,46332.49609375,978.752239438772
1295,1686,10003787,"CENTRAL NM CORRECTIONAL FACILITY, LEVEL I UNIT",3201 HIGHWAY 314 SW,LOS LUNAS,NM,87031,NOT AVAILABLE,(505) 865-2728,STATE,OPEN,350,VALENCIA,35061,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/prea/prea.html,7/27/2016,IMAGERY,2017-12-18T00:00:00.000Z,http://cd.nm.gov/apd/facilities.html,MINIMUM,336,0.0121003477153,7.21840163409e-06,108894.0625,1490.9402289919
1296,1687,10004053,FULTON TREATMENT CENTER,1650 STATE HWY O,FULTON,MO,65251,NOT AVAILABLE,(573) 592-4188,STATE,OPEN,23,CALLAWAY,29027,USA,922140,CORRECTIONAL INSTITUTIONS,"https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/, https://dss.mo.gov/re/dysar.htm",6/30/2016,IMAGERY,2017-12-07T00:00:00.000Z,NOT AVAILABLE,JUVENILE,30,0.00524467057406,1.61361644862e-06,25671.11328125,664.663163323155
1297,1688,10003289,RUSTBURG CORRECTIONAL UNIT #9,479 CAMP NINE RD,RUSTBURG,VA,24588,NOT AVAILABLE,(434) 332-7354,STATE,OPEN,149,CAMPBELL,51031,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,7/6/2017,IMAGERY/OTHER,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MINIMUM,157,0.00573012367701,1.17529912553e-06,18301.0703125,676.559654263187
1298,1689,10003769,SPRINGER CORRECTIONAL CENTER,201 ROAD HWY 468,SPRINGER,NM,87747,NOT AVAILABLE,(575) 483-3100,STATE,OPEN,271,COLFAX,35007,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/prea/prea.html,6/9/2016,IMAGERY,2017-12-18T00:00:00.000Z,http://cd.nm.gov/apd/facilities.html,MINIMUM,294,0.0160659663635,1.57662626472e-05,242694.70703125,1954.8067855841
1299,1690,10000925,ST. BRIDES CORRECTIONAL CENTER,701 SANDERSON RD,CHESAPEAKE,VA,23328,6482,(757) 421-6600,STATE,OPEN,1174,CHESAPEAKE,51550,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,11/18/2014,IMAGERY,2018-01-19T00:00:00.000Z,https://vadoc.virginia.gov/facilities/,MEDIUM,1214,0.0141139861275,1.18709938042e-05,183261.53125,1738.26334908318
1300,1691,10004892,ELKHART COUNTY CORRECTIONS CENTER,26861 C.R. 26,ELKHART,IN,46517,NOT AVAILABLE,(574) 891-2100,COUNTY,OPEN,782,ELKHART,18039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.elkhartcountysheriff.com/divisions/corrections/,3/5/2018,IMAGERY,2018-03-05T00:00:00.000Z,http://www.elkhartcountysheriff.com/divisions/corrections/,MAXIMUM,936,0.0124302307552,3.49417392779e-06,57925.75,1569.00901608501
1301,1692,10002990,WASHOE COUNTY DETENTION FACILITY,911 PARR BLVD,RENO,NV,89512,NOT AVAILABLE,(775) 328-2971,COUNTY,OPEN,1085,WASHOE,32031,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.washoesheriff.com/,4/9/2018,IMAGERY,2018-04-09T00:00:00.000Z,https://www.washoesheriff.com/,MAXIMUM,1124,0.0110438580995,5.59076953907e-06,89881.9140625,1349.95427095982
