"","X1..YEAR","X2..TRIFD","X3..FRS.ID","X4..FACILITY.NAME","X5..STREET.ADDRESS","X6..CITY","X7..COUNTY","X8..ST","X9..ZIP","X10..BIA","X11..TRIBE","X12..LATITUDE","X13..LONGITUDE","ONSITE_RELEASES"
"6763",2018,"35130LBMPW4250P",110043792651,"MILLER STEAM PLANT","4250 PORTER RD","QUINTON","JEFFERSON","AL",35130,NA,"",33.6331,-87.0597,2179448.0018989
"6764",2018,"35131NTNLC80NAT",110056970167,"NATIONAL CEMENT CO OF ALABAMA INC","80 NATIONAL CEMENT DR","RAGLAND","ST CLAIR","AL",35131,NA,"",33.733584,-86.155217,19333.400160793
"6765",2018,"35137DRVLM599HW",110038174711,"CARMEUSE LIME & STONE INC","599 HWY 31 S","SAGINAW","SHELBY","AL",35137,NA,"",33.2186,-86.7859,25519.8704409692
"6766",2018,"3513WSHRMN3212P",110039493321,"SHERMAN INDUSTRIES - MILLER PLANT","3212 PUMPKIN CENTER CUTOFF ROAD","QUINTON","WALKER","AL",35130,NA,"",33.637418,-87.124776,0.3002
"6767",2018,"35146GRDNR199MA",110064121748,"GAC SPRINGVILLE INC","5496 US HIGHWAY 11","SPRINGVILLE","ST CLAIR","AL",35146,NA,"",33.76498,-86.48108,0
"6768",2018,"3514WMRBLT186AL",110006001922,"AMERIBOLT INC","18060 AL HIGHWAY 21","SYCAMORE","TALLADEGA","AL",35149,NA,"",33.253333,-86.206667,0
"6769",2018,"35150PRSLL1413W",110064122113,"KOCH AGRONOMIC SERVICES LLC","1413 W EDWARDS ST","SYLACAUGA","TALLADEGA","AL",35150,NA,"",33.170801,-86.269809,8
"6770",2018,"35150PRSLL66THI",110022909557,"KOCH AGRONOMIC SERVICES LLC","660 THIRD AVE","SYLACAUGA","TALLADEGA","AL",35150,NA,"",33.172824,-86.274861,2
"6771",2018,"35150STHRNHWYWA",110064122159,"SOUTHERN ALLOY CORP","36280 HWY 280","SYLACAUGA","TALLADEGA","AL",35150,NA,"",33.188616,-86.304419,0
"6772",2018,"35150TKSDL2100S",110057743269,"NEMAK USA INC","2170 OLD SYLACAUGA HWY","SYLACAUGA","TALLADEGA","AL",35150,NA,"",33.2069,-86.28406,23.66
"6773",2018,"35151HCKNG171BG",110042406232,"HOCKING INTERNATIONAL LABORATORIES LLC","171B GENE STEWART CT","SYLACAUGA","TALLADEGA","AL",35151,NA,"",33.101162,-86.172456,0
"6774",2018,"35151HRRLL151ST",110020505032,"HARRELLS INC","151 STEWART BLVD","SYLACAUGA","TALLADEGA","AL",35151,NA,"",33.17104,-86.29298,0.004
"6775",2018,"3515WKSTHS178SY",110043703686,"IKO SOUTHEAST INC","1708 SYLACAUGA FAYETTEVILLE HWY","SYLACAUGA","TALLADEGA","AL",35151,NA,"",33.163503,-86.303659,0
"6776",2018,"35160TLLDG208NC",110009352823,"TALLADEGA CASTINGS & MACHINE CO INC","228 N CT ST","TALLADEGA","TALLADEGA","AL",35160,NA,"",33.43928,-86.10436,0
"6777",2018,"35160TYSNF35800",110001713352,"KOCH FARMS OF ASHLAND TALLADEGA FEED MILL","35800 HWY 21 N","TALLADEGA","TALLADEGA","AL",35160,NA,"",33.45405,-86.05111,0
"6778",2018,"3516WFCTLL565EA",110000830423,"FCI TALLADEGA","565 EAST RENFROE ROAD","TALLADEGA","TALLADEGA","AL",35160,NA,"",33.425237,-86.145866,437.82
"6779",2018,"3516WMTKNC5HMER",110055437371,"KASAI INC","50 HOMER ROAD","TALLADEGA","TALLADEGA","AL",35160,NA,"",33.495,-86.12438,17190
"6780",2018,"3516WTLLDG816NR",110067456666,"TALLADEGA PATTERN & ALUMINUM WORKS INC","816 NORTH ST E","TALLADEGA","TALLADEGA","AL",35160,NA,"",33.44043,-86.08422,240.14
"6781",2018,"35173MRXCR7595G",110000366540,"AMEREX CORP","7595 GADSDEN HWY","TRUSSVILLE","JEFFERSON","AL",35173,NA,"",33.64912,-86.56604,137.751313
"6782",2018,"35186LBMPWHWY25",110000589097,"E C GASTON ELECTRIC GENERATING PLANT","31972 HIGHWAY 25","WILSONVILLE","SHELBY","AL",35186,NA,"",33.243803,-86.459093,419657.600350661
"6783",2018,"3518WCXWDF181BU",110031288844,"COX WOOD OF ALABAMA","10810 BURT DRIVE","WOODSTOCK","TUSCALOOSA","AL",35188,NA,"",33.1014,-87.1248,206.178355506608
"6784",2018,"35201MTLPL11203",110000366577,"METALPLATE GALVANIZING LP","1120 39TH ST N","BIRMINGHAM","JEFFERSON","AL",35234,NA,"",33.540228,-86.783266,0
"6785",2018,"35207MRCNC2930N",110000366611,"AMERICAN CAST IRON PIPE CO","2930 N 16TH ST","BIRMINGHAM","JEFFERSON","AL",35207,NA,"",33.54698,-86.83465,1364642.22
"6786",2018,"35207RDYMX4712F",110041022292,"READY MIX USA LLC-NORTH BIRMINGHAM PLANT","3545 ERWIN DAIRY RD","BIRMINGHAM","JEFFERSON","AL",35207,NA,"",33.5704,-86.7929,0
"6787",2018,"35207SLSSN35003",110000366657,"ERP COMPLIANT COKE LLC","3500 35TH AVE N","BIRMINGHAM","JEFFERSON","AL",35207,NA,"",33.557464,-86.799671,25574.5
"6788",2018,"35208NDLCH1125R",110000366675,"INDUSTRIAL CHEMICALS INC","1125 ROBERTS IND US TRIAL DR","BIRMINGHAM","JEFFERSON","AL",35208,NA,"",33.517778,-86.87,0
"6789",2018,"35209BRBRC128BA",110000366693,"MAYFIELD DAIRY FARMS","126 BARBER CT","BIRMINGHAM","JEFFERSON","AL",35209,NA,"",33.459554,-86.837215,3597
"6790",2018,"35209BRBRP36BAR",110001713085,"DEAN DAIRY HOLDINGS LLC DBA BARBER DAIRY","36 BARBER CT","BIRMINGHAM","JEFFERSON","AL",35209,NA,"",33.458819,-86.838887,10
"6791",2018,"3520WCNSLD1127B",110042978775,"CONSOLIDATED PIPE & SUPPLY CO INC","1121 BROCK INDUSTRIAL  DR","BIRMINGHAM","JEFFERSON","AL",35208,NA,"",33.51834,-86.87457,412
"6792",2018,"3520WWSTRN13SAY",110022867450,"WESTERN INTERNATIONAL GAS & CYLINDERS INC","13 SAYRETON DR","BIRMINGHAM","JEFFERSON","AL",35207,NA,"",33.56325,-86.8408,2
"6793",2018,"35210RDYMX2653R",110006548487,"READY MIX USA LLC-IRONDALE PLANT","2653 RUFFNER RD","BIRMINGHAM","JEFFERSON","AL",35210,NA,"",33.578,-86.67005,0
"6794",2018,"35211BRMNG24002",110001715216,"CHEVRON BIRMINGHAM TERMINAL","2400 28TH ST SW","BIRMINGHAM","JEFFERSON","AL",35211,NA,"",33.457792,-86.879113,1947.9
"6795",2018,"35211LLDNR2700I",110001715261,"ALLIED ENERGY CO LLC","2700 ISHKOODA WENONAH RD SW","BIRMINGHAM","JEFFERSON","AL",35211,NA,"",33.4516,-86.875928,15767
"6796",2018,"35211MRTHN274SW",110037145149,"MPLX TERMINALS LLC - BIRMINGHAM AL TERMINAL","2704 SW 28TH ST","BIRMINGHAM","JEFFERSON","AL",35211,NA,"",33.45503,-86.880251,3440
"6797",2018,"35212SMSTLPOBOX",110013834770,"SMI STEEL LLC DBA CMC STEEL ALABAMA","101 S 50TH ST","BIRMINGHAM","JEFFERSON","AL",35212,NA,"",33.534104,-86.757929,4752.58489427313
"6798",2018,"35214LBFST3135B",110003384935,"LB FOSTER CO","3135 B DANIEL PAYNE DR","BIRMINGHAM","JEFFERSON","AL",35214,NA,"",33.54731,-86.87877,49.7
"6799",2018,"35215LBMCP1501R",110000784919,"ALABAMA COPPER & BRONZE CO INC","1501 RED HOLLOW RD","BIRMINGHAM","JEFFERSON","AL",35215,NA,"",33.65041,-86.72372,1018.93
"6800",2018,"35215MDLND90CAR",110000366782,"SHERWIN-WILLIAMS CO","90 CARSON RD","BIRMINGHAM","JEFFERSON","AL",35215,NA,"",33.65842,-86.71513,13745
"6801",2018,"35217BCCKDRAILR",110000366817,"DRUMMOND CO INC ABC COKE DIV","ONE RAILROAD AVE","TARRANT","JEFFERSON","AL",35217,NA,"",33.580769,-86.781281,56147.7
"6802",2018,"35217GLSFR3943V",110001713478,"GLASFORMS INC","3943 VALLEY EAST INDUSTRIAL DR","BIRMINGHAM","JEFFERSON","AL",35217,NA,"",33.635098,-86.731604,17336
"6803",2018,"35217KNTCRHWY79",110000589104,"KENT CORP","4446  PINSON VALLEY PKWY HWY 79 & KENT RD","BIRMINGHAM","JEFFERSON","AL",35215,NA,"",33.65163,-86.716533,0
"6804",2018,"35217LLWRT500ME",110025375895,"ALLWORTH LLC","500 MEDCO RD","BIRMINGHAM","JEFFERSON","AL",35217,NA,"",33.59459,-86.77125,751.327
"6805",2018,"35217MTLPL75744",110000366844,"METALPLATE GALVANIZING LP","4450 7TH AVENUE NORTH","BIRMINGHAM","JEFFERSON","AL",35212,NA,"",33.53686,-86.77232,0
"6806",2018,"35217STRLLPOBOX",110002105070,"ASTRALLOY STEEL PRODUCTS INC","1550 RED HOLLOW RD","BIRMINGHAM","JEFFERSON","AL",35215,NA,"",33.6526,-86.72499,3.013
"6807",2018,"3521WKMTKN1595S",110003387362,"KAMTEK INC","1595 STERILITE DRIVE","BIRMINGHAM","JEFFERSON","AL",35215,NA,"",33.6403,-86.73709,732
"6808",2018,"3521WKNNMT275TH",110032634086,"TRICON WEAR SOLUTIONS LLC","2700 5TH AVENUE SOUTH","IRONDALE","JEFFERSON","AL",35210,NA,"",33.54097,-86.69483,0.1
"6809",2018,"3521WNRTHM5CMME",110062654426,"NORTH AMERICAN CONSTRUCTION SERVICES LTD","5000 COMMERCE AVE","BIRMINGHAM","JEFFERSON","AL",35210,NA,"",33.56162,-86.65631,9.7
"6810",2018,"3521WVSTLP393VA",110070550032,"VOESTALPINE NORTRAK INC","3930 VALLEY EAST INDUSTRIAL DR","BIRMINGHAM","JEFFERSON","AL",35217,NA,"",33.63383,-86.73218,14
"6811",2018,"35222BRMCL616NO",110000366915,"BERMCO ALUMN","616 33RD PL N","BIRMINGHAM","JEFFERSON","AL",35222,NA,"",33.528711,-86.789881,3427.85127820947
"6812",2018,"3522WRDYMX911WE",110018854060,"READY MIX USA LLC-LAKESHORE PLANT","911 WENONAH RD","BIRMINGHAM","JEFFERSON","AL",35221,NA,"",33.433853,-86.906205,0
"6813",2018,"3522WSHRMN1132N",110010107295,"SHERMAN INDUSTRIES LLC - BIRMINGHAM CITY PLANT","1130 2ND AVENUE SOUTH","BIRMINGHAM","JEFFERSON","AL",35223,NA,"",33.505485,-86.815807,1.4282
"6814",2018,"35234BRMNG4301F",110057474193,"NUCOR STEEL BIRMINGHAM INC","2301 F L SHUTTLESWORTH DR","BIRMINGHAM","JEFFERSON","AL",35234,NA,"",33.54539,-86.8093,2494.82
"6815",2018,"35234NDRLL33331",110000367031,"INDURON COATINGS INC","3333 RICHARD ARRINGTON JR BLVD","BIRMINGHAM","JEFFERSON","AL",35234,NA,"",33.533022,-86.794089,1672
"6816",2018,"35234STHLN3525R",110015783197,"SOUTHLAND TUBE INC","3525 RICHARD ARRINGTON JR BLVD N","BIRMINGHAM","JEFFERSON","AL",35234,NA,"",33.534537,-86.790897,26.5
"6817",2018,"35259MYFLD18WES",110000367068,"MAYCO MANUFACTURING LLC","18 W OXMOOR RD","BIRMINGHAM","JEFFERSON","AL",35209,NA,"",33.45774,-86.84012,60.156
"6818",2018,"35360RYLLCHELTO",110000367077,"SOUTHWIRE CO","4251 HELTON DR","FLORENCE","LAUDERDALE","AL",35630,NA,"",34.86741,-87.66057,187.7
"6819",2018,"3537WDYCHM97IND",110004656961,"HERAEUS EPURIO LLC","970 IND US TRIAL PARK DR","VANDALIA","MONTGOMERY","OH",45377,NA,"",39.87715,-84.18495,1560
"6820",2018,"35401BLCKW4601S",110001716019,"BLACK WARRIOR ROOFING","4601 STILLMAN BLVD","TUSCALOOSA","TUSCALOOSA","AL",35401,NA,"",33.20138,-87.59666,253
"6821",2018,"35401HNTRF1855F",110000367102,"HUNT REFINING CO A CORP","1855 FAIRLAWN RD","TUSCALOOSA","TUSCALOOSA","AL",35401,NA,"",33.2003,-87.607,37506.7504029075
"6822",2018,"35401LKCRP4600S",110015318440,"ELK CORP OF ALABAMA","4602 STILLMAN BLVD","TUSCALOOSA","TUSCALOOSA","AL",35401,NA,"",33.20138,-87.59666,42.843
"6823",2018,"35401RDYMX31515",110025383154,"READY MIX USA LLC-TUSCALOOSA FACILITY","3150 15TH ST","TUSCALOOSA","TUSCALOOSA","AL",35401,NA,"",33.20058,-87.57635,0
"6824",2018,"35403NRYLG2006E",110000367139,"MICHELIN NA INC","5101 21ST ST","TUSCALOOSA","TUSCALOOSA","AL",35401,NA,"",33.194529,-87.604239,1395
"6825",2018,"35403PCFDS3701K",110000523960,"PECO FOODS INC - TUSCALOOSA PROCESSING","3701 KAULOOSA AVE","TUSCALOOSA","TUSCALOOSA","AL",35403,NA,"",33.177222,-87.561944,0
"6826",2018,"35403PHFRW4400K",110000367157,"PHIFER INC","4400 KAULOOSA AVE","TUSCALOOSA","TUSCALOOSA","AL",35401,NA,"",33.17053,-87.56162,42320
"6827",2018,"35404MRCHMONEWA",110000367175,"MERICHEM CO","2701 WARRIOR RD","TUSCALOOSA","TUSCALOOSA","AL",35404,NA,"",33.24554,-87.47921,1143
"6828",2018,"35404TSCLS1500H",110042026170,"NUCOR STEEL TUSCALOOSA INC","1700 HOLT RD NE","TUSCALOOSA","TUSCALOOSA","AL",35404,NA,"",33.23375,-87.50693,11961.362
"6829",2018,"35404WRRRR35WAR",110042848407,"WARRIOR ROOFING MANUFACTURING INC","3050 WARRIOR RD","TUSCALOOSA","TUSCALOOSA","AL",35404,NA,"",33.24798,-87.48755,3.1
"6830",2018,"35404WRRRS3100W",110006793229,"WARRIOR ASPHALT INC","3100 WARRIOR RD","TUSCALOOSA","TUSCALOOSA","AL",35404,NA,"",33.248508,-87.490092,6.01
"6831",2018,"35405STHRN6100O",110003036376,"SOUTHERN HEAT EXCHANGER CORP","6100 OLD MONTGOMERY HWY","TUSCALOOSA","TUSCALOOSA","AL",35405,NA,"",33.15071,-87.53049,520.0996
"6832",2018,"35406RCTCL142IN",110022522858,"RECTICEL NA INC","1420 INDUSTRIAL PARK DR","TUSCALOOSA","TUSCALOOSA","AL",35401,NA,"",33.22226,-87.62108,343
"6833",2018,"3540WGYLRD188FA",110039626170,"GAYLORD CHEMICAL CO LLC","1880 FAIRLAWN RD","TUSCALOOSA","TUSCALOOSA","AL",35401,NA,"",33.19897,-87.60992,0
"6834",2018,"3540WTBCTY21JAC",110033622532,"TMS INTERNATIONAL LLC","2100 JACK WARNER PKWY NE","TUSCALOOSA","TUSCALOOSA","AL",35404,NA,"",33.22848,-87.51159,275.407
"6835",2018,"3542WWSTRV6777H",110045447432,"WESTERVELT PELLETS I","6777 HWY 17","ALICEVILLE","PICKENS","AL",35442,NA,"",33.085746,-88.22306,24.58
"6836",2018,"35442LDCST774HW",110041927145,"OLDCASTLE LAWN & GARDEN","7074 HWY 17 S","ALICEVILLE","PICKENS","AL",35442,NA,"",33.104119,-88.197939,0
"6837",2018,"35442LWSBR10321",110002438586,"LEWIS BROTHERS LUMBER CO","1032 13TH ST","ALICEVILLE","PICKENS","AL",35442,NA,"",33.137383,-88.160926,52.69
"6838",2018,"3544WWRRRM16243",110000912031,"WARRIOR MET COAL LLC","16243 HIGHWAY 216","BROOKWOOD","TUSCALOOSA","AL",35444,NA,"",33.26151,-87.31156,109
"6839",2018,"35459CHMCLHWY17",110000493074,"CHEMICAL WASTE MANAGEMENT","36964 ALABAMA HWY 17","EMELLE","SUMTER","AL",35459,NA,"",32.804207,-88.312353,13717806.0153745
"6840",2018,"3545WSMPTM1799E",110070126158,"SMP AUTOMOTIVE SYSTEMS ALABAMA","10799 ED STEPHENS RD","COTTONDALE","TUSCALOOSA","AL",35453,NA,"",33.181153,-87.328972,3714
"6841",2018,"35462STHFRHWY43",110015680468,"SOUTHFRESH AQUACULTURE LLC","HWY 43 S","EUTAW","GREENE","AL",35462,NA,"",32.84085,-87.88795,59409
"6842",2018,"35466PCFDS2472N",110010103761,"PECO FOODS INC - GORDO FEED MILL","247 2ND AVE SE","GORDO","PICKENS","AL",35466,NA,"",33.318549,-87.901017,0
"6843",2018,"3546WNTDRF861FI",110007235731,"UNITED ROOFING INC","861 FINCHES FERRY ROAD","EUTAW","GREENE","AL",35462,NA,"",32.843333,-87.863889,59.95
"6844",2018,"35470BGRVRSINDU",110043972001,"ARCOSA LW BR LLC LIVLITE DIV","201 INDUSTRIAL STREET","LIVINGSTON","SUMTER","AL",35470,NA,"",32.56486,-88.19967,765.716
"6845",2018,"35474GLFST2500G",110007233047,"WESTERVELT CO (FORMERLY KNOWN AS GULF STATES PAPER","2500 GULF STATES PKWY","MOUNDVILLE","HALE","AL",35474,NA,"",32.95665,-87.65227,56910.03
"6846",2018,"35476HNNST1701B",110000367237,"HANNA STEEL CORP","1701 BOONE BLVD","NORTHPORT","TUSCALOOSA","AL",35476,NA,"",33.2283,-87.63424,3
"6847",2018,"35476HRDWR8915E",110032634362,"SSAB WEAR SOLUTIONS LLC","8915 ENERGY LN","NORTHPORT","TUSCALOOSA","AL",35476,NA,"",33.23391,-87.6444,0.99
"6848",2018,"3547WBLTSN165BN",110067378714,"BOLTA US INC","1650 BOONE BLVD","NORTHPORT","TUSCALOOSA","AL",35476,NA,"",33.22813,-87.6342,42695
"6849",2018,"3547WHRBXL12982",110070071273,"HERO BX ALABAMA","12982 CHEROKEE BND","MOUNDVILLE","TUSCALOOSA","AL",35474,NA,"",33.00988,-87.62192,2228
"6850",2018,"3547WWGSLL16213",110002436061,"WG SULLIVAN LUMBER CO INC","16213 HWY 171","NORTHPORT","TUSCALOOSA","AL",35476,NA,"",33.380249,-87.700536,43.01
"6851",2018,"35490MRCDS1MERC",110000367246,"MERCEDES-BENZ US INTERNATIONAL INC","1 MERCEDES DR","VANCE","TUSCALOOSA","AL",35490,NA,"",33.18936,-87.26062,157933.98
"6852",2018,"35502JSPRL2700H",110007234670,"JASPER LUMBER CO INC","2700 HWY 78 W","JASPER","WALKER","AL",35501,NA,"",33.854098,-87.316228,97.63
"6853",2018,"35502MRSHLPARRI",110010103743,"MAR-JAC POULTRY AL LLC","3301 3RD AVE","JASPER","WALKER","AL",35501,NA,"",33.817675,-87.275363,0
"6854",2018,"3550WBTSHV135LD",110064007863,"B&T SHAVINGS INC","1350 OLD R US SELVILLE RD","JASPER","WALKER","AL",35501,NA,"",33.877212,-87.332303,69.11
"6855",2018,"3550WHLYSH34IND",110069235688,"HAYASHI TELEMPU NA","3400 INDUSTRIAL DR","JASPER","WALKER","AL",35501,NA,"",33.817197,-87.237142,4.3
"6856",2018,"3550WSTHRN12LDR",110012237203,"SOUTHERN WOOD CHIPS INC","1200 OLD RUSSELLVILLE RD","JASPER","WALKER","AL",35501,NA,"",33.839895,-87.29026,0
"6857",2018,"35540CVLRHHWY41",110000589122,"CAVALIER HOMES/CLAYTON TINY HOMES","17645 COUNTY ROAD 41","ADDISON","WINSTON","AL",35540,NA,"",34.232404,-87.147024,0
"6858",2018,"35540STHRNHWY41",110041544709,"SOUTHERN ESTATES","17921 COUNTRY RD 41","ADDISON","WINSTON","AL",35540,NA,"",34.2254,-87.1821,0
"6859",2018,"35545GRGPCHWY96",110064320042,"GEORGIA PACIFIC WOOD PRODUCTS LLC BELK AL","545 COUNTY ROAD 6","FAYETTE","FAYETTE","AL",35555,NA,"",33.647202,-87.934806,25200
"6860",2018,"35555HPNCX9312N",110000367291,"SHOWA BEST GLOVE INC","931 SECOND AVE SE","FAYETTE","FAYETTE","AL",35555,NA,"",33.67674,-87.830649,0
"6861",2018,"35555MRCNLFAYET",110000589140,"DAL-TILE CORP FAYETTE PLANT","1470 COUNTY RD 21 S","FAYETTE","FAYETTE","AL",35555,NA,"",33.695113,-87.872293,63
"6862",2018,"35555XBDSN719CL",110001712889,"OX BODIES INC","719 COLUMBUS ST E","FAYETTE","FAYETTE","AL",35555,NA,"",33.684101,-87.820866,3610.78
"6863",2018,"3555WNLSNB477HR",110025315175,"NELSON BROTHERS LLC - SAMOSET FACILITY","4707 HORSECREEK BLVD","CORDOVA","WALKER","AL",35550,NA,"",33.734722,-87.133333,335
"6864",2018,"35563MXXXXHIGHW",110000589159,"3M CO - GUIN","6675 US HWY 43","GUIN","MARION","AL",35563,NA,"",33.96672,-87.899855,38889
"6865",2018,"35565DRCMP28NIN",110025382814,"KITH KITCHENS LLC","280 N INDUSTRIAL LOOP","HALEYVILLE","MARION","AL",35565,NA,"",34.236223,-87.656828,16977.02
"6866",2018,"35565FNTNTOLDDE",110000367317,"FONTAINE COMMERCIAL TRAILER INC (FORMERLY TRAILER CO )","430 LETSON RD","HALEYVILLE","WINSTON","AL",35565,NA,"",34.200996,-87.630598,78650
"6867",2018,"35565FRSTTHWY19",110000589168,"FREE STATE LUMBER CO INC","41542 HWY 195","HALEYVILLE","WINSTON","AL",35565,NA,"",34.242696,-87.58845,12
"6868",2018,"35565GRTSTHWY19",110000741172,"GREAT SOUTHERN ENTERPRISES","HWY 195 E","HALEYVILLE","WINSTON","AL",35565,NA,"",34.247418,-87.603381,0
"6869",2018,"35565MSNTN21HAL",110037310264,"MASONITE CORP HALEYVILLE DOOR PLANT","210 HALEYVILLE INDUSTRIAL RD","HALEYVILLE","WINSTON","AL",35565,NA,"",34.23557,-87.65681,0.01
"6870",2018,"35570HMLTN239BE",110064123050,"BUCCANEER HOMES","2039 BEXAR AVE E","HAMILTON","MARION","AL",35570,NA,"",34.144676,-87.955016,0
"6871",2018,"35570HMLTNHWY78",110000589195,"HAMILTON BATHWARE","2291 MILITARY ST S","HAMILTON","MARION","AL",35570,NA,"",34.10973,-87.98925,286941
"6872",2018,"35570NTNBWROUTE",110007914980,"NTN-BOWER CORP","2086 MILITARY ST S","HAMILTON","MARION","AL",35570,NA,"",34.114683,-87.990358,5
"6873",2018,"35570RVRBR400RI",110000918231,"TRUHOMES RIVERBIRCH","400 RIVER BIRCH DR","HACKLEBURG","MARION","AL",35564,NA,"",34.275,-87.83333,0
"6874",2018,"35572GRYSN505CO",110012705395,"GRAYSON LUMBER CORP","505 COUNTY RD 94","HOUSTON","WINSTON","AL",35572,NA,"",34.278472,-87.318186,100.77
"6875",2018,"35574KNNDYHWY96",110043631077,"BROWN WOOD PRESERVING CO INC","16851 HWY 96 W","KENNEDY","LAMAR","AL",35574,NA,"",33.614392,-87.956916,19.4054660792952
"6876",2018,"35575STHRNHWY5S",110064121800,"TRUHOMES LYNN","2746 COUNTY ROAD 59","LYNN","WINSTON","AL",35575,NA,"",34.057559,-87.569258,0
"6877",2018,"35576STLDS1329H",110032634102,"STEEL DUST RECYCLING LLC","13209 HWY 96","MILLPORT","LAMAR","AL",35576,NA,"",33.5646,-88.0599,19196
"6878",2018,"35576WYRHSPOBOX",110000589257,"WEYERHAEUSER NR CO MILLPORT AL","14715 HWY 96","MILLPORT","LAMAR","AL",35576,NA,"",33.567675,-88.033134,24837
"6879",2018,"35578STHSTWALKE",110000367371,"SOUTHEAST WOOD","2247 PROSPECT RD","NAUVOO","WALKER","AL",35578,NA,"",33.928692,-87.430683,0
"6880",2018,"35580BRNRC8425H",110000589266,"DYNO NOBEL INC","8425 HWY 269","PARRISH","WALKER","AL",35580,NA,"",33.70602,-87.258682,500
"6881",2018,"35580LBMPW460GO",110000367380,"GORGAS STEAM PLANT","460 GORGAS RD","PARRISH","WALKER","AL",35580,NA,"",33.644855,-87.19986,1904712.70060088
"6882",2018,"35580NLSNBOLDBA",110000367399,"NELSON BROTHERS LLC PARRISH","500 OLD BALTIMORE RD","PARRISH","WALKER","AL",35580,NA,"",33.726873,-87.27038,128
"6883",2018,"35582GTSRBRT1BO",110043065893,"GATES CORP","909 GATES ST NW","RED BAY","FRANKLIN","AL",35582,NA,"",34.457471,-88.152817,4
"6884",2018,"35582TFFNM5024T",110000367415,"TIFFIN MOTORHOMES INC","105 2ND ST NW","RED BAY","FRANKLIN","AL",35582,NA,"",34.4467,-88.1503,32141
"6885",2018,"3558WMJFDM41SHB",110070255715,"M/J FEED MILL AL LLC","410 SHEFFIELD AVE","SPRUCE PINE","FRANKLIN","AL",35585,NA,"",34.393352,-87.727467,0
"6886",2018,"35594CNTNN2164T",110000367433,"JOY GLOBAL CONVEYORS","438 IND US TRIAL DR","WINFIELD","MARION","AL",35594,NA,"",33.922705,-87.815698,610
"6887",2018,"35601CHRTMRT2SH",110000604908,"CHORE-TIME CAGE SYSTEMS INC","1303 SCHOAL CREEK RD","DECATUR","MORGAN","AL",35603,NA,"",34.50227,-86.87362,0
"6888",2018,"35601DKNMRSTATE",110045447469,"DAIKIN AMERICA INC","905 STATE DOCKS RD","DECATUR","MORGAN","AL",35601,NA,"",34.62996,-87.03844,176923
"6889",2018,"35601GNRLL2328E",110000367479,"HAIER US APPLIANCE SOLUTIONS INC","2328 POINT MALLARD DR SE","DECATUR","MORGAN","AL",35601,NA,"",34.589904,-86.950879,4587
"6890",2018,"35601JMDND1200M",110000747791,"BIG HEART PET BRANDS INC","1200 MARKET ST","DECATUR","MORGAN","AL",35601,NA,"",34.60577,-86.96923,0
"6891",2018,"35601MCCHMFINLE",110056961417,"INDORAMA VENTURES","1401 FINLEY ISLAND RD","DECATUR","MORGAN","AL",35601,NA,"",34.6415,-87.0589,964594.03
"6892",2018,"35601MDMNFSTATE",110067536786,"MDA MANUFACTURING INC","905 STATE DOCKS RD","DECATUR","MORGAN","AL",35601,NA,"",34.63147,-87.03843,133430
"6893",2018,"35601MNSNTCOURT",110007235269,"ASCEND PERFORMANCE MATERIALS OPERATIONS LLC-DECATUR PLANT","1050 CHEMSTRAND AVE","DECATUR","MORGAN","AL",35601,NA,"",34.633889,-87.024444,1799146.00031225
"6894",2018,"35601NNDST1465N",110003388593,"NEO INDUSTRIES ALABAMA LLC","1465 NORTHPARK DR","DECATUR","MORGAN","AL",35601,NA,"",34.64437,-87.07555,0
"6895",2018,"35601THGDY50019",110000367503,"HYOSUNG USA INC DECATUR PLANT","500 19TH AVE SE","DECATUR","MORGAN","AL",35601,NA,"",34.59941,-86.96298,0
"6896",2018,"35601TRYCR23HWY",110007232752,"TORAY COMPOSITE MATERIALS (AMERICA) INC","2030 ALABAMA HWY 20","DECATUR","MORGAN","AL",35601,NA,"",34.625,-87.018611,21697
"6897",2018,"35601WYNFR100PL",110000514514,"WAYNE FARMS LLC DECATUR EAST FURTHER PROCESSING","100 PLUGS DR","DECATUR","MORGAN","AL",35601,NA,"",34.61048,-87.0455,660
"6898",2018,"35601WYNFR112PL",110023010132,"WAYNE FARMS LLC - DECATUR WEST FURTHER PROCESSING PLANT","112 PLUGS DR","DECATUR","MORGAN","AL",35601,NA,"",34.612621,-87.043328,0
"6899",2018,"35602BNGC01001R",110001712870,"UNITED LAUNCH ALLIANCE - DECATUR OPERATIONS","100 ATLAS AVE","TRINITY","MORGAN","AL",35673,NA,"",34.631634,-87.069907,4780
"6900",2018,"35602BNGCR1400M",110000367549,"BUNGE NA INC","1400 MARKET ST NE","DECATUR","MORGAN","AL",35601,NA,"",34.605565,-86.965566,1029700
"6901",2018,"35602MCMPNSTATE",110000367567,"3M CO - DECATUR","1400 STATE DOCKS RD","DECATUR","MORGAN","AL",35601,NA,"",34.641667,-87.038611,208054
"6902",2018,"35602PLYSRPOBOX",110007234439,"INEOS STYROLUTION AMERICA LLC","950 NOVA CHEMICALS BLVD HWY 20 W","DECATUR","MORGAN","AL",35601,NA,"",34.630259,-87.017268,7748
"6903",2018,"35603HSPNC3300M",110000367585,"HEXCEL CORP","3300 MALLARD FOX DR","DECATUR","MORGAN","AL",35601,NA,"",34.655833,-87.071111,10298
