"","FRS_FACILITY_DETAIL_REPORT_URL","REGISTRY_ID","PRIMARY_NAME","LOCATION_ADDRESS","SUPPLEMENTAL_LOCATION","CITY_NAME","COUNTY_NAME","FIPS_CODE","STATE_CODE","STATE_NAME","COUNTRY_NAME","POSTAL_CODE","FEDERAL_FACILITY_CODE","FEDERAL_AGENCY_NAME","TRIBAL_LAND_CODE","TRIBAL_LAND_NAME","CONGRESSIONAL_DIST_NUM","CENSUS_BLOCK_CODE","HUC_CODE","EPA_REGION_CODE","SITE_TYPE_NAME","LOCATION_DESCRIPTION","CREATE_DATE","UPDATE_DATE","US_MEXICO_BORDER_IND","PGM_SYS_ACRNMS","INTEREST_TYPES","NAICS_CODES","NAICS_CODE_DESCRIPTIONS","SIC_CODES","SIC_CODE_DESCRIPTIONS","LATITUDE83","LONGITUDE83","CONVEYOR","COLLECT_DESC","ACCURACY_VALUE","REF_POINT_DESC","HDATUM_DESC","SOURCE_DESC"
"550","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605497",110070605497,"FREMONT STREET","FREMONT & RR ST","","BRUNO","BUTLER","31023","NE","","USA","68014","","","","",1,310239676001384,10200201,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED986367829","SUPERFUND (NON-NPL)","","","","",41.281667,-96.96,"SEMS","",NA,"","NAD83",NA
"551","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605473",110070605473,"HRUSKA MEAT ANIMAL RESEARCH CENTER","P.O. BOX 166, STATE SPUR 18D","","CLAY CENTER","CLAY","31035","NE","","USA","68933","Yes","","","",3,310359622002249,10270203,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:01","","","SEMS:NE2120519606","SUPERFUND (NON-NPL)","","","","",40.524733,-98.108725,"SEMS","",NA,"","NAD83",NA
"552","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605475",110070605475,"NAD (MARC) YARD DUMP","SEC 5 T6N R8W","","CLAY CENTER","CLAY","31035","NE","","USA","68933","","","","",3,310359622001006,10270206,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NE7170090032","SUPERFUND (NON-NPL)","","","","",40.526667,-98.05,"SEMS","",NA,"","NAD83",NA
"553","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605485",110070605485,"COLUMBUS - JACKSON SERVICES INC","960 24TH AVE","","COLUMBUS","PLATTE","31141","NE","","USA","68601","","","","",3,311419656003017,10210009,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED058964040","SUPERFUND (NON-NPL)","","","","",41.42549,-97.35705,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",30,"CENTER OF A FACILITY OR STATION","NAD83",NA
"554","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605478",110070605478,"COLUMBUS - LIBERTY CLNRS & SHIRT LDY #1","2417 11TH ST","","COLUMBUS","PLATTE","31141","NE","","USA","68601","","","","",3,311419656002132,10210009,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED035003490","SUPERFUND (NON-NPL)","","","","",41.42725,-97.35781,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",30,"CENTER OF A FACILITY OR STATION","NAD83",NA
"555","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605496",110070605496,"COLUMBUS - LIBERTY CLNRS & SHIRT LDY #2","1061 25TH AVE","","COLUMBUS","PLATTE","31141","NE","","USA","68601","","","","",3,311419656002140,10210009,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED986366532","SUPERFUND (NON-NPL)","","","","",41.42673,-97.35826,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",30,"CENTER OF A FACILITY OR STATION","NAD83",NA
"556","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605490",110070605490,"COLUMBUS - MILLER RADIATOR & MACHINE SHP","1059 25TH AVE","","COLUMBUS","PLATTE","31141","NE","","USA","68601","","","","",3,311419656002140,10210009,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED135505873","SUPERFUND (NON-NPL)","","","","",41.42655,-97.35826,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",30,"CENTER OF A FACILITY OR STATION","NAD83",NA
"557","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605489",110070605489,"COLUMBUS - VILLAGE WASH HOUSE","2621 10TH ST","","COLUMBUS","PLATTE","31141","NE","","USA","68601","","","","",3,311419656002134,10210009,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED097345581","SUPERFUND (NON-NPL)","","","","",41.42629,-97.36039,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",30,"CENTER OF A FACILITY OR STATION","NAD83",NA
"558","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605493",110070605493,"BOMB & MINE (EX) FILLING AREA","SE 1/4, SEC 4,  T 6 N, R 8 W","","GLENVIL TOWNSHIP","CLAY","31035","NE","","USA","68941","","","","",3,310359622002278,10270206,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED986366227","SUPERFUND (NON-NPL)","","","","",40.520036,-98.235056,"SEMS","",NA,"","NAD83",NA
"559","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605492",110070605492,"NAD (EX) SEWAGE TREATMENT PLANT","SE 1/4 OF SE 1/4 OF SEC 9","","GLENVIL TOWNSHIP","CLAY","31035","NE","","USA","68941","Yes","","","",3,310359622002301,10270206,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED986366219","SUPERFUND (NON-NPL)","","","","",40.512139,-98.244028,"SEMS","",NA,"","NAD83",NA
"560","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605472",110070605472,"NAD BURN PIT/YARD DUMP AREA","SEC 6 T6N R8W","","GLENVIL TOWNSHIP","CLAY","31035","NE","","USA","68941","Yes","","","",3,310359622001006,10270206,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:01","","","SEMS:NE0211890033","SUPERFUND (NON-NPL)","","","","",40.526667,-98.05,"SEMS","",NA,"","NAD83",NA
"561","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009261048",110009261048,"CLEBURN STREET WELL","NORTH FRONT STREET","NORTH FRONT STREET","GRAND ISLAND","HALL","31079","NE","NEBRASKA","UNITED STATES","68801","","","","",3,310790003004073,10200103,7,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","26-FEB-2016 15:38:38","","ICIS:33282, SEMS:NED981499312","FORMAL ENFORCEMENT ACTION, SUPERFUND NPL","","","","",40.925139,-98.347778,"SEMS","",NA,"","NAD83",NA
"562","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605494",110070605494,"GRAND ISLAND - CAPITAL HEIGHTS SUBDIV","NW PORTION OF GRAND ISLAND","","GRAND ISLAND","HALL","31079","NE","","USA","68802","","","","",3,310790004002052,10200103,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED986366235","SUPERFUND (NON-NPL)","","","","",40.939444,-98.366111,"SEMS","",NA,"","NAD83",NA
"563","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605487",110070605487,"GRAND ISLAND - IDEAL CLEANERS","504 N 1ST ST","","GRAND ISLAND","HALL","31079","NE","","USA","68802","","","","",3,310790009001046,10200102,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED082731449","SUPERFUND (NON-NPL)","","","","",40.92218,-98.34341,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",30,"CENTER OF A FACILITY OR STATION","NAD83",NA
"564","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605480",110070605480,"GRAND ISLAND - LIBERTY CLEANERS","721 N EDDY ST","","GRAND ISLAND","HALL","31079","NE","","USA","68801","","","","",3,310790003004058,10200103,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED035035484","SUPERFUND (NON-NPL)","","","","",40.928126,-98.351517,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",50,"ENTRANCE POINT OF A FACILITY OR STATION","NAD83",NA
"565","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605495",110070605495,"GRAND ISLAND - OIL DEALERS ASSOC","903 W NORTH FRONT ST","","GRAND ISLAND","HALL","31079","NE","","USA","68802","","","","",3,310790003005065,10200103,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED986366524","SUPERFUND (NON-NPL)","","","","",40.924031,-98.350022,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",50,"ENTRANCE POINT OF A FACILITY OR STATION","NAD83",NA
"566","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605486",110070605486,"GRAND ISLAND - ONE HOUR MARTINIZING","803 W 4TH ST","","GRAND ISLAND","HALL","31079","NE","","USA","68801","","","","",3,310790003005029,10200103,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED068665132","SUPERFUND (NON-NPL)","","","","",40.925351,-98.349543,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",50,"ENTRANCE POINT OF A FACILITY OR STATION","NAD83",NA
"567","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605482",110070605482,"GRAND ISLAND - PEAVEY COMPANY","354 N CLEBURN ST","","GRAND ISLAND","HALL","31079","NE","","USA","68801","","","","",3,310790009001006,10200103,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED045275062","SUPERFUND (NON-NPL)","","","","",40.924691,-98.347656,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",50,"ENTRANCE POINT OF A FACILITY OR STATION","NAD83",NA
"568","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605483",110070605483,"GRAND ISLAND - SINK & BAER DRY CLEANERS","412 W 3RD ST","","GRAND ISLAND","HALL","31079","NE","","USA","68801","","","","",3,310790009001004,10200102,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED048737415","SUPERFUND (NON-NPL)","","","","",40.924425,-98.343367,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",50,"ENTRANCE POINT OF A FACILITY OR STATION","NAD83",NA
"569","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605488",110070605488,"GRAND ISLAND - VINTAGE MOTORS BODY","308 N ELM ST","","GRAND ISLAND","HALL","31079","NE","","USA","68801","","","","",3,310790009001008,10200102,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED094683422","SUPERFUND (NON-NPL)","","","","",40.92385,-98.345626,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",50,"ENTRANCE POINT OF A FACILITY OR STATION","NAD83",NA
"570","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605481",110070605481,"GRAND ISLAND NE SOLVENTS CO","E HWY 30","","GRAND ISLAND","HALL","31079","NE","","USA","68801","","","","",3,310790010003049,10200102,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED035036169","SUPERFUND (NON-NPL)","","","","",40.928889,-98.325,"SEMS","",NA,"","NAD83",NA
"571","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605479",110070605479,"GRAND ISLAND OIL COMPANY","724 W 3RD ST","","GRAND ISLAND","HALL","31079","NE","","USA","68801","","","","",3,310790009001015,10200102,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED035034438","SUPERFUND (NON-NPL)","","","","",40.923045,-98.346812,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",50,"ENTRANCE POINT OF A FACILITY OR STATION","NAD83",NA
"572","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605215",110070605215,"GRAND ISLAND SUBDIVISION","INTERSECTION OF EAST STOLLEY PARK RD AND","SOUTH ARTHUR STREET","GRAND ISLAND","HALL","31079","NE","","USA","68802","","","","",3,310790008003019,10200102,7,"CONTAMINATED SITE","","16-SEP-2019 11:36:55","","","SEMS:NEN000705429","SUPERFUND (NON-NPL)","","","","",40.90492,-98.36356,"SEMS","",NA,"","NAD83",NA
"573","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605474",110070605474,"ARMY GUARD WET","4 MI E HWY 6 1 MI S OF","R>R 2, PO BOX 178","HASTINGS","ADAMS","31001","NE","","USA","68901-9649","Yes","","","",3,310019656001003,10270203,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:01","","","SEMS:NE3211890014","SUPERFUND (NON-NPL)","","","","",40.616667,-98.366667,"SEMS","",NA,"","NAD83",NA
"574","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605476",110070605476,"CLAY COUNTY WATERFOWL PRODUCTION AREA- MCMURDERY MARSH","S HWY 6 10 MI E OF","","HASTINGS","ADAMS","31001","NE","","USA","68901","Yes","","","",NA,NA,NA,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NE8143690016","SUPERFUND (NON-NPL)","","","","",NA,NA,"","",NA,"","NAD83",NA
"575","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605491",110070605491,"HASTINGS CITY LANDFILL","E OF UNION PACIFIC RR & HWY 6","","HASTINGS","ADAMS","31001","NE","","USA","68901","","","","",3,310019657002001,10270206,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED980503205","SUPERFUND (NON-NPL)","","","","",40.59,-98.385,"SEMS","",NA,"","NAD83",NA
"576","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009297965",110009297965,"HASTINGS GROUND WATER CONTAMINATION","E CENTRAL HASTINGS","E CENTRAL HASTINGS","HASTINGS","ADAMS","31001","NE","NEBRASKA","UNITED STATES","68901","","","","",3,310019661001013,10270206,7,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","08-OCT-2016 10:24:01","","ICIS:8644, NDEQ:64669, NDEQ:71693, NPDES:NE0131911, RCRAINFO:NED980862668, SEMS:NED980862668","FORMAL ENFORCEMENT ACTION, ICIS-NPDES NON-MAJOR, STATE MASTER, SUPERFUND NPL, UNSPECIFIED UNIVERSE","","","4941, 9511, 9711","AIR AND WATER RESOURCE AND SOLID WASTE MANAGEMENT, NATIONAL SECURITY, WATER SUPPLY",40.583331,-98.383331,"SEMS","",NA,"","NAD83",NA
"577","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605484",110070605484,"ABANDONED D O D BOMB FACILITY","ORDNANCE PLANT","","MEAD","SAUNDERS","31155","NE","","USA","68041","","","","",1,311559684001119,10200203,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED050152255","SUPERFUND (NON-NPL)","","","","",41.226667,-96.486667,"SEMS","",NA,"","NAD83",NA
"578","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605221",110070605221,"MEAD PESTICIDE PITS","U OF NE AGRICULTURAL RESEARCH CENTER","","MEAD","SAUNDERS","31155","NE","","USA","68041","","","","",1,311559684001228,10200203,7,"CONTAMINATED SITE","","16-SEP-2019 11:36:55","","","SEMS:NESFN0703500","SUPERFUND (NON-NPL)","","","","",41.169606,-96.486667,"SEMS","",NA,"","NAD83",NA
"579","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605214",110070605214,"MEAD TRAINING","RR 1, PO BOX 1048","","MEAD","SAUNDERS","31155","NE","","USA","68041","Yes","","","",1,311559684001028,10200203,7,"CONTAMINATED SITE","","16-SEP-2019 11:36:55","","","SEMS:NEN000705411","SUPERFUND (NON-NPL)","","","","",41.260925,-96.506752,"SEMS","",NA,"","NAD83",NA
"580","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110025318261",110025318261,"MEAD TRAINING","RR 1, PO BOX 1048","","MEAD","SAUNDERS","31155","NE","NEBRASKA","UNITED STATES","68041","Yes","Defense: Army","","",NA,NA,NA,7,"CONTAMINATED SITE","","29-AUG-2006 19:50:40","10-DEC-2015 22:45:55","","FFDOCKET:NEN000705411","FEDERAL FACILITY HAZARDOUS WASTE DOCKET","","","","",NA,NA,"","",NA,"","NAD83",NA
"581","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009297849",110009297849,"NEBRASKA ORDNANCE PLANT (FORMER)",".5 MI E OF",".5 MI E OF","MEAD","SAUNDERS","31155","NE","NEBRASKA","UNITED STATES","68041","","","","",1,311559684002043,10200203,7,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","26-FEB-2016 15:38:42","","ICIS:540, SEMS:NE6211890011","FORMAL ENFORCEMENT ACTION, SUPERFUND NPL","","","","",41.176669,-96.453331,"SEMS","",NA,"","NAD83",NA
"582","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605220",110070605220,"OFFUTT (EX) AFB AF FAC S-1","3 MILES SE","","MEAD","SAUNDERS","31155","NE","","USA","68041","Yes","","","",NA,NA,NA,7,"CONTAMINATED SITE","","16-SEP-2019 11:36:55","","","SEMS:NESFN0703417","SUPERFUND (NON-NPL)","","","","",NA,NA,"","",NA,"","NAD83",NA
"583","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009298508",110009298508,"IOWA-NEBRASKA LIGHT & POWER CO","102-104 SOUTH 7TH STREET","102-104 S 7TH","NORFOLK","MADISON","31119","NE","NEBRASKA","USA","68701","","","","",1,311199610001029,10220002,7,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","26-MAY-2017 14:36:06","","SEMS:NED986373678","SUPERFUND NPL","","","","",42.0323,-97.417028,"SEMS","",NA,"","NAD83",NA
"584","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009298447",110009298447,"OGALLALA GROUND WATER CONTAMINATION","SW CORNER OF W 1ST & C ST","SW CORNER OF W 1ST & C ST","OGALLALA","KEITH","31101","NE","NEBRASKA","UNITED STATES","69153","","","","",3,311010002003016,10190018,7,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","26-FEB-2016 15:33:49","","ICIS:45669, SEMS:NED986369247","FORMAL ENFORCEMENT ACTION, SUPERFUND NPL","","","","",41.123889,-101.736111,"SEMS","",NA,"","NAD83",NA
"585","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605477",110070605477,"ASARCO OMAHA-OFF SITE","500 DOUGLAS STREET","","OMAHA","DOUGLAS","31055","NE","","USA","68102-1895","","","","",2,310550018002001,10230006,7,"CONTAMINATED SITE","","16-SEP-2019 11:37:02","","","SEMS:NED007257413","SUPERFUND (NON-NPL)","","","","",41.25909,-95.9236,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",30,"CENTER OF A FACILITY OR STATION","NAD83",NA
"586","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070058728",110070058728,"OLD HWY 275 AND N 288TH STREET","U.S. HIGHWAY 275 AND N 288TH ST.","","VALLEY","DOUGLAS","31055","NE","NEBRASKA","USA","68064","","","","",2,310550075043106,10200202,7,"CONTAMINATED SITE","","26-MAY-2017 13:31:45","28-FEB-2019 15:45:35","","SEMS:NEN000704272","SUPERFUND NPL","","","","",41.329092,-96.367333,"SEMS","",NA,"","NAD83",NA
"587","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009297974",110009297974,"WAVERLY GROUND WATER CONTAMINATION","SEC 16 T11N R8E","SEC 16 T11N R8E","WAVERLY","LANCASTER","31109","NE","NEBRASKA","UNITED STATES","68462","","","","",1,311090101003017,10200203,7,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","29-FEB-2016 12:28:43","","SEMS:NED980862718","SUPERFUND NPL","","","","",40.917219,-96.529439,"SEMS","",NA,"","NAD83",NA
"588","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110042304262",110042304262,"PCE SOUTHEAST CONTAMINATION","INTERSECTION OF 5TH STREET AND LINCOLN AVENUE","","YORK","YORK","31185","NE","NEBRASKA","USA","68467","","","","",3,311859698003006,10270203,7,"CONTAMINATED SITE","","16-NOV-2010 10:19:50","26-MAY-2017 14:36:07","","SEMS:NEN000706200","SUPERFUND NPL","","","","",40.859594,-97.580614,"SEMS","",NA,"","NAD83",NA
"589","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110040146749",110040146749,"PCE/TCE NORTHEAST CONTAMINATION","522 W 26TH STREET","LINCOLN AVENUE","YORK","YORK","31185","NE","NEBRASKA","USA","68467","","","","",3,311859697002027,10270203,7,"CONTAMINATED SITE","","22-DEC-2009 14:59:02","26-MAY-2017 14:36:08","","SEMS:NEN000706105","SUPERFUND NPL","","","","",40.888636,-97.600361,"SEMS","",NA,"","NAD83",NA
"590","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605216",110070605216,"SOUTHEAST YORK GROUNDWATER","LINCOLN AVENUE AND KNODES ROAD","","YORK","YORK","31185","NE","","USA","68467","","","","",3,311859698003069,10270203,7,"CONTAMINATED SITE","","16-SEP-2019 11:36:55","","","SEMS:NEN000706148","SUPERFUND (NON-NPL)","","","","",40.857689,-97.592608,"SEMS","",NA,"","NAD83",NA
"591","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009341079",110009341079,"TIBBETTS ROAD","TIBBETTS RD.","TIBBETTS RD.","BARRINGTON","STRAFFORD","33017","NH","NEW HAMPSHIRE","UNITED STATES","03825","","","","",1,330170850005003,1060003,1,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","26-FEB-2016 15:03:48","","ICIS:45039, SEMS:NHD989090469","FORMAL ENFORCEMENT ACTION, SUPERFUND NPL","","","","",43.18,-71.0347,"SEMS","",NA,"","NAD83",NA
"592","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009348713",110009348713,"DOVER MUNICIPAL LANDFILL","TOLEND RD","TOLEND RD","DOVER","STRAFFORD","33017","NH","NEW HAMPSHIRE","UNITED STATES","03820","","","","",1,330170816003018,1060003,1,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","26-FEB-2016 15:03:44","","ICIS:45079, SEMS:NHD980520191","FORMAL ENFORCEMENT ACTION, SUPERFUND NPL","","","","",43.2125,-70.953,"SEMS","",NA,"","NAD83",NA
"593","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110039020350",110039020350,"COLLINS & AIKMAN PLANT (FORMER)","OFF ROUTE 11 BETWEEN PAULSON ROAD TO THE NW","AND MEETINGHOUSE HILL ROAD TO THE SE","FARMINGTON","STRAFFORD","33017","NH","NEW HAMPSHIRE","USA","03835","","","","",1,330170870005015,1060003,1,"CONTAMINATED SITE","","15-JUL-2009 13:00:54","28-FEB-2019 16:00:15","","ICIS:3601055160, SEMS:NHN000105928","FORMAL ENFORCEMENT ACTION, SUPERFUND NPL","","","","",43.372,-71.05875,"SEMS","",NA,"","NAD83",NA
"594","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605650",110070605650,"SENTER TRANSPORTATION CO.","RTE. 125","","KINGSTON","ROCKINGHAM","33015","NH","","USA","03848","","","","",NA,NA,NA,1,"CONTAMINATED SITE","","16-SEP-2019 11:37:07","","","SEMS:NHD981071772","SUPERFUND (NON-NPL)","","","","",NA,NA,"","",NA,"","NAD83",NA
"595","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009259523",110009259523,"AUBURN ROAD LANDFILL","AUBURN RD","AUBURN RD","LONDONDERRY","ROCKINGHAM","33015","NH","NEW HAMPSHIRE","UNITED STATES","03053","","","","",1,330150037032007,1070006,1,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","26-FEB-2016 15:03:45","","ICIS:31173, SEMS:NHD980524086","FORMAL ENFORCEMENT ACTION, SUPERFUND NPL","","","","",42.9302,-71.3529,"SEMS","",NA,"","NAD83",NA
"596","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009259391",110009259391,"TOWN GARAGE/RADIO BEACON","HOLTON CIRCLE","HOLTON CIRCLE","LONDONDERRY","ROCKINGHAM","33015","NH","NEW HAMPSHIRE","UNITED STATES","03053","","","","",1,330150038013000,1070006,1,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","29-FEB-2016 12:28:14","","SEMS:NHD981063860","SUPERFUND NPL","","","","",42.861669,-71.393611,"SEMS","",NA,"","NAD83",NA
"597","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070550379",110070550379,"WRIGHT AVENUE","12 WRIGHT AVENUE","","MERRIMACK","HILLSBOROUGH","33011","NH","","USA","03054","","","","",1,330110141003023,1070006,1,"CONTAMINATED SITE","","23-MAY-2019 13:22:42","16-SEP-2019 11:37:25","","SEMS:NHN000102852","SUPERFUND (NON-NPL)","","","","",42.85377,-71.49109,"FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER",30,"CENTER OF A FACILITY OR STATION","NAD83",NA
"598","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110070605649",110070605649,"FLETCHER'S PAINT STORAGE FACILITY","MILL ST.","","MILFORD","HILLSBOROUGH","33011","NH","","USA","03055","","","","",2,330110162011001,1070006,1,"CONTAMINATED SITE","","16-SEP-2019 11:37:07","","","SEMS:NHD981067614","SUPERFUND (NON-NPL)","","","","",42.83307,-71.65719,"FRS-GEOCODE","ADDRESS MATCHING-BLOCK FACE",500,"ENTRANCE POINT OF A FACILITY OR STATION","NAD83",NA
"599","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009259417",110009259417,"FLETCHERS PAINT STORAGE FACILITY","MILL STREET","MILL STREET","MILFORD","HILLS","33011","NH","NEW HAMPSHIRE","UNITED STATES","03055","","","","",2,330110162011001,1070006,1,"CONTAMINATED SITE","","01-MAR-2000 00:00:00","07-OCT-2016 13:01:49","","ICIS:37040","FORMAL ENFORCEMENT ACTION","","","","",42.83307,-71.65719,"FRS","ADDRESS MATCHING-BLOCK FACE",500,"ENTRANCE POINT OF A FACILITY OR STATION","NAD83",NA
"600","http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110027861712",110027861712,"GENERAL ELECTRIC FLETCHER'S PAINT WORKS & STORAGE","21 ELM STREET","","MILFORD","HILLS","33011","NH","NEW HAMPSHIRE","UNITED STATES","03055","","","","",2,330110162012001,1070006,1,"CONTAMINATED SITE","","26-DEC-2006 09:54:52","26-FEB-2016 15:06:26","","RCRAINFO:NHD001079649, SEMS:NHD001079649","CESQG, SUPERFUND NPL, UNSPECIFIED UNIVERSE","","","","",42.8358,-71.6554,"SEMS","",NA,"","NAD83",NA
